0	Velvetbandit is our LomoHome of the Day	['B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.7012261642	Velvetbandit is our LomoHome of the Day																						
0	Velvetbandit is our LomoHome of the Day	['B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.7012261642	Velvetbandit is our LomoHome of the Day																						
0	Visiting Angels is like the McDonalds or Subway of the senior homecare industry	['B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'I-MOD']	1	0.8467453362	|Visiting Angels| is like the *McDonalds* or *Subway* of /the senior homecare industry/																						
0	We call this a me developer	['O', 'O', 'O', 'O', 'O', 'O']	0	0.7462785278	We call this a me developer																						
0	We do post a bare bones summary of the days lesson on Schoology but thats likeJournal quotations reading plus any homework attachments	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999381653	We do post a bare bones summary of the days lesson on Schoology but thats likeJournal quotations reading plus any homework attachments																						
0	Well there are such books however real party occurs when its filled on best of entertaining and also spontaneity	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.99993803	Well there are such books however real party occurs when its filled on best of entertaining and also spontaneity																						
0	Well theres a few BlackBerry touches as well including preloading BBM as well as their own Calendar Tasks Notes apps and more	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999381798	Well theres a few BlackBerry touches as well including preloading BBM as well as their own Calendar Tasks Notes apps and more																						
0	Which isnt surprising because even JFK wasnt the JFK of spaceadvocate fantasies	['O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'O', 'I-MOD']	0	0.770893304	Which isnt surprising because even |JFK| wasnt the *JFK* of /spaceadvocate fantasies/																						
0	While 20 dilapidated buildings remain as dinosaurs of what once was a thriving job producing industry the demolition is underway on one asbestos filled building while contamination is also being removed from two other structures	['O', 'O', 'I-TRG', 'O', 'O', 'O', 'B-SRC', 'O', 'O', 'O', 'O', 'O', 'I-MOD', 'I-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.8069736277	While 20 dilapidated buildings remain as dinosaurs of what once was a thriving job producing industry the demolition is underway on one asbestos filled building while contamination is also being removed from two other structures																						
0	While describing every quirk and aspect to the new complex Gottsleben called it the Cadillac of tracks	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'B-SRC', 'O', 'B-MOD']	1	0.9986235194	While describing every quirk and aspect to the new complex Gottsleben called |it| the *Cadillac* of /tracks/																						
0	While the price has yet to be set and shareholders vote on the issue only on October 6 a rough calculation puts the shares at R2327 worth each a 50 discount to the R4654 closing price on Wednesday	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999389148	While the price has yet to be set and shareholders vote on the issue only on October 6 a rough calculation puts the shares at R2327 worth each a 50 discount to the R4654 closing price on Wednesday																						
0	Youll have a front row seat for three days of industry panel discussions live demos with members of the Pixologic Team and interviews with the pros	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999379791	Youll have a front row seat for three days of industry panel discussions live demos with members of the Pixologic Team and interviews with the prossent	tags	prediction_label	mean	article_url	label	annotate_sentence	0_clf	50k_clf	200k_clf	500k_clf	50k_seqtag	0_seqtag	500k_seqtag	old label	already labeled	50k_seqtag	0_seqtag	500k_seqtag	old_anno	already annotated	Kommentar	final
200k	A national LGBT leader the South Phillyborn Segal was at the 1969 Stonewall riots in Greenwich Village the Bunker Hill of gaydom	['O', 'O', 'I-TRG', 'O', 'B-TRG', 'I-TRG', 'I-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD']	1	0.8964769378	A national LGBT leader the South Phillyborn Segal was at |the 1969 Stonewall riots in Greenwich Village| the *Bunker Hill* of /gaydom/																						
200k	A webcast replay will also be available at wwwtechfaithwirelesscom	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986442	A webcast replay will also be available at wwwtechfaithwirelesscom																						
200k	About Source Intelligencewwwsourceintelligencecom	['O', 'O', 'O']	0	0.999998647	About Source Intelligencewwwsourceintelligencecom																						
200k	Abrams is the New Hope of a franchise now a Walt Disney Co property already preparing to fire out a meteor storm of sequels and spinoffs	['O', 'O', 'O', 'O', 'O', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8649671843	|Abrams| is the *New Hope* of /a franchise now a Walt Disney Co property already preparing to fire out a meteor storm of sequels and spinoffs/																						
200k	All media inquiries	['O', 'O', 'O']	0	0.9999986449	All media inquiries																						
200k	Another client recently referred to Eng as the Mister Myagi of Life Coaching	['O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9936665257	Another client recently referred to |Eng| as the *Mister Myagi* of /Life Coaching/																						
200k	As I mentioned in my earlier post Arrow can tend to get too broody and mopeyespecially all of the second half of last season when Oliver Queen the Green Arrow of the comics debated replacingRs al Ghul	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O']	1	0.9972768258	As I mentioned in my earlier post Arrow can tend to get too broody and mopeyespecially all of the second half of last season when Oliver Queen the Green Arrow of the comics debated replacingRs al Ghul																						
200k	As my wife was wheeled into the ward up bounced the Jerry Garcia of obstetrics flower shirt jeans distressed but not as much as me	['O', 'B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9038195051	As my wife was wheeled into the ward up bounced the *Jerry Garcia* of /obstetrics/ flower shirt jeans distressed but not as much as me																						
200k	Be the Betty of the brunch table with this simple matchthat boosts of golden hues and supreme style victory	['O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9946325261	Be the *Betty* of /the brunch table/ with this simple matchthat boosts of golden hues and supreme style victory																						
200k	Born with a challenger mindset in Upstate New York the scrappy creative ideas agency is the David to many industry Goliaths	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'B-TRG']	1	0.8655158942	Born with a challenger mindset in Upstate New York the scrappy creative ideas agency is the David to many industry Goliaths																						
200k	But of course he is the Beethoven of private pathologists seeing the clues and making the connections that ordinary salaried policeemployed medical examiners miss	['O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9996202982	But of course |he| is the *Beethoven* of /private pathologists/ seeing the clues and making the connections that ordinary salaried policeemployed medical examiners miss																						
200k	Castro calls Maradona the Che of sports and the retired football star boasts a tattoo of Guevara on his right arm which he got when he came to Cuba for a drug rehab program in 2004	['O', 'O', 'B-TRG', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9998026415	Castro calls |Maradona| the *Che* of /sports/ and the retired football star boasts a tattoo of Guevara on his right arm which he got when he came to Cuba for a drug rehab program in 2004																						
200k	Caxton News Service Read original story on brakpanheraldcoza	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986472	Caxton News Service Read original story on brakpanheraldcoza																						
200k	Complex programming has long been the Achilles heel of lighting control	['B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.8852566032	|Complex programming| has long been the *Achilles heel* of /lighting control/																						
200k	Department of Human Services Secretary Announces Innovative Changes to Medicaid in Pennsylvania	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986454	Department of Human Services Secretary Announces Innovative Changes to Medicaid in Pennsylvania																						
200k	Donald Trump is the Lonesome Rhodes of our time	['B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9978708299	|Donald Trump| is the *Lonesome Rhodes* of /our time/																						
200k	Educational resources are available within the application to assist in understanding the cardiomyopathies	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986469	Educational resources are available within the application to assist in understanding the cardiomyopathies																						
200k	Encourage good hand washing and disinfect commonly touched surfaces	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986445	Encourage good hand washing and disinfect commonly touched surfaces																						
200k	Face masks are my absolute favourite skin care indulgence	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986449	Face masks are my absolute favourite skin care indulgence																						
200k	For further information please visit wwwprovequitycom	['O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986459	For further information please visit wwwprovequitycom																						
200k	For inquiries please email them at hellobraidlycom	['O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986465	For inquiries please email them at hellobraidlycom																						
200k	For research methodology information visit httpwwwfivestarprofessionalcom	['O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986456	For research methodology information visit httpwwwfivestarprofessionalcom																						
200k	Fozzie is the Ed McMahonesque sidekick	['O', 'O', 'O', 'O', 'I-SRC', 'O']	0	0.7657295228	Fozzie is the Ed McMahonesque sidekick																						
200k	Friends may sign the online guest register at wwwblackhillsfuneralhomecom	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986451	Friends may sign the online guest register at wwwblackhillsfuneralhomecom																						
200k	Have you watched the Sneak Peek of my store yet	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.7743915832	Have you watched the Sneak Peek of my store yet																						
200k	He became the selfie Santa Claus of the night as he scribbled through paperbacks and posed	['B-TRG', 'O', 'O', 'O', 'O', 'I-SRC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.7877868729	|He| became the selfie *Santa Claus* of /the night/ as he scribbled through paperbacks and posed																						
200k	He labelled him without a doubt the Kevin Rudd of the Liberal Party	['O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD']	1	0.9990498082	He labelled |him| without a doubt the *Kevin Rudd* of /the Liberal Party/																						
200k	Hes like the Sherlock Holmes of garbage Throughout the series the majority of fan emails that Whitesides received were from children who noticed a cleaning supply that wasnt in the book and suggested a magical purpose	['B-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9997061537	|Hes| like the *Sherlock Holmes* of /garbage/ Throughout the series the majority of fan emails that Whitesides received were from children who noticed a cleaning supply that wasnt in the book and suggested a magical purpose																						
200k	Highresolution images are available at wwwkeysightcomfindM8196images	['O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986459	Highresolution images are available at wwwkeysightcomfindM8196images																						
200k	I called it the Miss Understood she said	['O', 'O', 'O', 'O', 'O', 'I-SRC', 'O', 'O']	0	0.798171124	I called it the Miss Understood she said																						
200k	I think hes going to be the Gary Barlow of the group	['O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9993805591	I think |he|s going to be the *Gary Barlow* of /the group/																						
200k	I was basically my version of theMichael Scott of car salesman which is a total contrast to the way David runs his stores	['B-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9946862953	|I| was basically my version of the*Michael Scott* of /car salesman/ which is a total contrast to the way David runs his stores																						
200k	If youre in the market for a Bentley SUV likely north of 350000 tick the box for the 18speaker 1950watt unit from Naim arguably the Bentley of sound systems	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9996691632	If youre in the market for a Bentley SUV likely north of 350000 tick the box for |the 18speaker 1950watt unit from Naim| arguably the *Bentley* of /sound systems/																						
200k	In 2003 he was named the Ernst Young Entrepreneur of the Year in healthcare in New England	['O', 'O', 'B-TRG', 'O', 'O', 'O', 'B-SRC', 'O', 'I-SRC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.7448151234	In 2003 he was named the Ernst Young Entrepreneur of the Year in healthcare in New England																						
200k	In Dublin he will hold talks with Enda Kenny the Taoiseach of Ireland	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8120474404	In Dublin he will hold talks with Enda Kenny the Taoiseach of Ireland																						
200k	In Rosewood a comparatively lighthearted episodic quasipolice procedural premiering Wednesday on Fox Morris Chestnut plays Miamibased Dr Beaumont Rosewood a kind of freelance medical examiner considered by some to be the Beethoven of private pathologists as he likes to put it	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9996953841	In Rosewood a comparatively lighthearted episodic quasipolice procedural premiering Wednesday on Fox Morris Chestnut plays Miamibased |Dr Beaumont Rosewood| a kind of freelance medical examiner considered by some to be the *Beethoven* of /private pathologists/ as he likes to put it																						
200k	Interior Department approves mining plan for Colowyo	['O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986447	Interior Department approves mining plan for Colowyo																						
200k	Is a TrumpChristie ticket brewing	['O', 'O', 'O', 'O', 'O']	0	0.8752430545	Is a TrumpChristie ticket brewing																						
200k	Is this an Eric Garner moment for the IsraelPalestine conflict	['O', 'B-TRG', 'O', 'B-SRC', 'I-SRC', 'O', 'O', 'I-MOD', 'I-MOD', 'I-MOD']	1	0.6693191348	Is |this| an *Eric Garner moment* for /the IsraelPalestine conflict/																						
200k	Its a rare feat for a rookie to get a pick in his debut and if he keeps this momentum up wise quarterbacks will treat him like a Richard Sherman in games to come	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD']	1	0.9097309329	Its a rare feat for a rookie to get a pick in his debut and if he keeps this momentum up wise quarterbacks will treat |him| like a *Richard Sherman* in /games to come/																						
200k	Its kind of like the Wild West of vaporing Mayor Jason Ashton said	['O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O']	1	0.8449422552	|Its| kind of like the *Wild West* of /vaporing/ Mayor Jason Ashton said																						
200k	Johnson is completing 61 percent of his passes in the uptempo offense that has gotten off a nationleading 95 plays a game and has some people calling Bowling Green the Baylor of the MAC	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9984936904	Johnson is completing 61 percent of his passes in the uptempo offense that has gotten off a nationleading 95 plays a game and has some people calling |Bowling Green| the *Baylor* of /the MAC/																						
200k	Joya de Ceren is like the Pompeii of the Americas and the black sand beaches of El Tunco cannot be overlooked	['B-TRG', 'I-TRG', 'I-TRG', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9983358833	|Joya de Ceren| is like the *Pompeii* of /the Americas/ and the black sand beaches of El Tunco cannot be overlooked																						
200k	Kestelman now NBL executive chairman has been dubbed the Frank Lowy of basketball and says the sport is riding a wave of support in Australia only previously seen in the 1990s	['B-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9997649636	|Kestelman| now NBL executive chairman has been dubbed the *Frank Lowy* of /basketball/ and says the sport is riding a wave of support in Australia only previously seen in the 1990s																						
200k	Kristen Bell seems like such a btch her vagina is probably an Alcatraz for penis she read for the crowd and then winked at the camera as she exited	['B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8637316613	Kristen Bell seems like such a btch |her vagina| is probably an *Alcatraz* for /penis/ she read for the crowd and then winked at the camera as she exited																						
200k	Labeled as the Thomas Edison and Henry Ford of Silicon Valley Robert Noyce receives this distinction for two reasons	['O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9984845224	Labeled as the *Thomas Edison* and *Henry Ford* of /Silicon Valley/ |Robert Noyce| receives this distinction for two reasons																						
200k	Lead vocalist Alice Cooper is the Godvoice of rock with a deep paternal sound that says Oh yes you will come along for this ride	['O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.994349235	Lead vocalist Alice Cooper is the Godvoice of rock with a deep paternal sound that says Oh yes you will come along for this ride																						
200k	Low white blood cell count neutropenia can cause infections	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986443	Low white blood cell count neutropenia can cause infections																						
200k	Madras Caf was the Argo of India and Welcome Back is Tropic Thunder	['B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9968800194	|Madras Caf| was the *Argo* of /India/ and |Welcome Back| is *Tropic Thunder*																						
200k	Magna and Argus collaborate on cyber security solution	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986474	Magna and Argus collaborate on cyber security solution																						
200k	Main artificial light sources Screen radiation television sets monitors tablets smart phones	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986445	Main artificial light sources Screen radiation television sets monitors tablets smart phones																						
200k	Makerere University used to be referred to as the Harvard of Africa because of the intellectual dialogues on different issues	['B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9953882663	|Makerere University| used to be referred to as the *Harvard* of /Africa/ because of the intellectual dialogues on different issues																						
200k	Mark Carney speech in full Climate change is the Tragedy of the Horizon	['B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'O', 'O']	0	0.8328089724	Mark Carney speech in full Climate change is the Tragedy of the Horizon																						
200k	Miscarriage study scientists bid for permission to modify embryo genes	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986489	Miscarriage study scientists bid for permission to modify embryo genes																						
200k	Mulayam the Sambamdhi of Lalu proves to be the Samadhi grave yard for the political career of Nitish	['B-TRG', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9954801993	Mulayam the Sambamdhi of Lalu proves to be the Samadhi grave yard for the political career of Nitish																						
200k	Nicknamed the Castellers for those who climb to reach the highest of heights literally its a tradition in Barcelona where people climb on each other forming human pillars the diadora N9000 sees a premium black leather and suede construction contrast minty green tan and red polkadotted accents throughout	['O', 'O', 'O', 'O', 'O', 'I-MOD', 'I-MOD', 'I-MOD', 'I-MOD', 'I-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8594550537	Nicknamed the Castellers for those who climb to reach the highest of heights literally its a tradition in Barcelona where people climb on each other forming human pillars the diadora N9000 sees a premium black leather and suede construction contrast minty green tan and red polkadotted accents throughout																						
200k	Nicknamed the Stevies for the Greek word for crowned the awards were presented to winners during a gala banquet on Friday September 11 at the Julia Morgan Ballroom in San Francisco	['O', 'O', 'O', 'O', 'O', 'I-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8712070011	Nicknamed the Stevies for the Greek word for crowned the awards were presented to winners during a gala banquet on Friday September 11 at the Julia Morgan Ballroom in San Francisco																						
200k	Nintendo is the Disney of the gaming world a controlling creative titan that creates beloved characters with shocking regularity	['B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9996763913	|Nintendo| is the *Disney* of /the gaming world/ a controlling creative titan that creates beloved characters with shocking regularity																						
200k	Only the Adams Oshiomoles of this world and some irrational and self serving individuals still cling onto such inhumane absurdities	['O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.8983101327	Only the Adams Oshiomoles of this world and some irrational and self serving individuals still cling onto such inhumane absurdities																						
200k	Optical Infrared develops user interfaces and optical infrared touch solutions	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986448	Optical Infrared develops user interfaces and optical infrared touch solutions																						
200k	Original Don Dada of the blond bottle the model from White America Then Joe the spokesperson for the Latino Guess theres no hard feelings there	['O', 'O', 'O', 'O', 'B-MOD', 'O', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8516876529	Original Don Dada of the blond bottle the model from White America Then Joe the spokesperson for the Latino Guess theres no hard feelings there																						
200k	Our hero has to live the life of a different man in order to survive and in order to fulfill his higher purpose says Katey Sagal who costars as Annora of the Alders	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O']	1	0.8943923424	Our hero has to live the life of a different man in order to survive and in order to fulfill his higher purpose says Katey Sagal who costars as Annora of the Alders																						
200k	Paige is known as the Robbie Farah of the team	['B-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9994570066	|Paige| is known as the *Robbie Farah* of /the team/																						
200k	Patton This is like the Captain Beefheart of rappers	['O', 'B-TRG', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD']	1	0.8990729125	Patton |This| is like the *Captain Beefheart* of /rappers/																						
200k	Pediatric neurosurgeon appointed to endowed chair for epilepsy research	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986469	Pediatric neurosurgeon appointed to endowed chair for epilepsy research																						
200k	Photographers cluster around the most obviously cute bestbehaved dogs	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986457	Photographers cluster around the most obviously cute bestbehaved dogs																						
200k	Pooch Selfie Is the DrooledOn Selfie Tool of the Future	['B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9069076593	Pooch Selfie Is the DrooledOn Selfie Tool of the Future																						
200k	Quixotic Greek anticorruption crusader finally tastes success Athens AFP As Alexis Tsipras cruised to victory in Greeces general election the outcome must have tasted even sweeter for the man considered the Don Quixote of Greek politics	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9998035062	Quixotic Greek anticorruption crusader finally tastes success Athens AFP As Alexis Tsipras cruised to victory in Greeces general election the outcome must have tasted even sweeter for |the man| considered the *Don Quixote* of /Greek politics/																						
